Anzsic,Anzsic_description,Period,Data_value,Variable,Units,Gas,Status
ZPZ,Primary industries,2022Q3,9273,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2022Q4,11167,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,Agriculture, forestry, fishing",2014Q1,12050,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,Agriculture, forestry, fishing",2014Q2,8731,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,Agriculture, forestry, fishing",2014Q3,9370,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,Agriculture, forestry, fishing",2014Q4,11477,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,Agriculture, forestry, fishing",2015Q1,11774,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,Agriculture, forestry, fishing",2015Q2,8620,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,Agriculture, forestry, fishing",2015Q3,9262,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,Agriculture, forestry, fishing",2015Q4,11318,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,Agriculture, forestry, fishing",2016Q1,11634,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,Agriculture, forestry, fishing",2016Q2,8516,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,Agriculture, forestry, fishing",2016Q3,9149,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,Agriculture, forestry, fishing",2016Q4,11169,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,Agriculture, forestry, fishing",2017Q1,11619,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,Agriculture, forestry, fishing",2017Q2,8521,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,Agriculture, forestry, fishing",2017Q3,9236,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,Agriculture, forestry, fishing",2017Q4,11239,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,Agriculture, forestry, fishing",2018Q1,11771,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,Agriculture, forestry, fishing",2018Q2,8620,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,Agriculture, forestry, fishing",2018Q3,9309,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,Agriculture, forestry, fishing",2018Q4,11264,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,Agriculture, forestry, fishing",2019Q1,12241,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,Agriculture, forestry, fishing",2019Q2,8840,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,Agriculture, forestry, fishing",2019Q3,9008,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,Agriculture, forestry, fishing",2019Q4,11150,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,Agriculture, forestry, fishing",2020Q1,12180,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,Agriculture, forestry, fishing",2020Q2,8735,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,Agriculture, forestry, fishing",2020Q3,9041,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,Agriculture, forestry, fishing",2020Q4,11206,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,Agriculture, forestry, fishing",2021Q1,11775,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,Agriculture, forestry, fishing",2021Q2,8591,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,Agriculture, forestry, fishing",2021Q3,9095,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,Agriculture, forestry, fishing",2021Q4,11033,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,Agriculture, forestry, fishing",2022Q1,11587,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,Agriculture, forestry, fishing",2022Q2,8415,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,Agriculture, forestry, fishing",2022Q3,8963,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,Agriculture, forestry, fishing",2022Q4,10849,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2014Q1,376,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2014Q2,369,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2014Q3,382,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2014Q4,347,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2015Q1,358,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2015Q2,409,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2015Q3,428,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2015Q4,396,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2016Q1,382,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2016Q2,343,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2016Q3,376,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2016Q4,329,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2017Q1,326,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2017Q2,328,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2017Q3,333,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2017Q4,353,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2018Q1,343,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2018Q2,324,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2018Q3,311,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2018Q4,293,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2019Q1,320,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2019Q2,320,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2019Q3,328,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2019Q4,320,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2020Q1,307,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2020Q2,254,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2020Q3,264,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2020Q4,259,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2021Q1,262,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2021Q2,259,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2021Q3,256,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2021Q4,284,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2022Q1,299,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2022Q2,298,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2022Q3,310,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2022Q4,318,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2014Q1,5063,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2014Q2,5143,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2014Q3,5322,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2014Q4,5790,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2015Q1,5676,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2015Q2,4980,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2015Q3,5146,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2015Q4,5364,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2016Q1,5179,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2016Q2,4841,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2016Q3,4914,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2016Q4,4735,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2017Q1,4889,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2017Q2,4997,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2017Q3,5138,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2017Q4,5511,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2018Q1,5062,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2018Q2,4770,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2018Q3,5134,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2018Q4,5584,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2019Q1,5608,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2019Q2,4975,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2019Q3,5313,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2019Q4,5428,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2020Q1,5098,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2020Q2,4584,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2020Q3,5523,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2020Q4,5308,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2021Q1,5483,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2021Q2,5596,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2021Q3,4631,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2021Q4,4634,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2022Q1,4964,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2022Q2,4650,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2022Q3,4057,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2022Q4,3939,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2014Q1,2785,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2014Q2,2712,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2014Q3,2958,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2014Q4,3370,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2015Q1,3089,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2015Q2,2767,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2015Q3,2853,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2015Q4,3102,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2016Q1,2962,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2016Q2,2656,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2016Q3,2888,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2016Q4,2854,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2017Q1,2977,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2017Q2,2605,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2017Q3,2653,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2017Q4,3103,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2018Q1,2714,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2018Q2,2542,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2018Q3,2867,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2018Q4,3087,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2019Q1,2984,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2019Q2,2613,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2019Q3,2739,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2019Q4,3152,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2020Q1,2646,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2020Q2,2302,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2020Q3,2485,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2020Q4,2906,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2021Q1,2661,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2021Q2,2397,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2021Q3,2285,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2021Q4,2793,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2022Q1,2640,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2022Q2,2190,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2022Q3,2093,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2022Q4,2254,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,Electricity,gas,water,waste services",2014Q1,1982,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,Electricity,gas,water,waste services",2014Q2,2119,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,Electricity,gas,water,waste services",2014Q3,2027,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,Electricity,gas,water,waste services",2014Q4,2112,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,Electricity,gas,water,waste services",2015Q1,2278,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,Electricity,gas,water,waste services",2015Q2,1891,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,Electricity,gas,water,waste services",2015Q3,1977,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,Electricity,gas,water,waste services",2015Q4,1940,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,Electricity,gas,water,waste services",2016Q1,1901,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,Electricity,gas,water,waste services",2016Q2,1849,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,Electricity,gas,water,waste services",2016Q3,1685,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,Electricity,gas,water,waste services",2016Q4,1519,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,Electricity,gas,water,waste services",2017Q1,1538,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,Electricity,gas,water,waste services",2017Q2,2003,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,Electricity,gas,water,waste services",2017Q3,2066,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,Electricity,gas,water,waste services",2017Q4,1959,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,Electricity,gas,water,waste services",2018Q1,1898,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,Electricity,gas,water,waste services",2018Q2,1753,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,Electricity,gas,water,waste services",2018Q3,1806,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,Electricity,gas,water,waste services",2018Q4,2033,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,Electricity,gas,water,waste services",2019Q1,2175,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,Electricity,gas,water,waste services",2019Q2,1925,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,Electricity,gas,water,waste services",2019Q3,2139,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,Electricity,gas,water,waste services",2019Q4,1830,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,Electricity,gas,water,waste services",2020Q1,2042,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,Electricity,gas,water,waste services",2020Q2,1982,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,Electricity,gas,water,waste services",2020Q3,2557,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,Electricity,gas,water,waste services",2020Q4,1936,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,Electricity,gas,water,waste services",2021Q1,2340,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,Electricity,gas,water,waste services",2021Q2,2711,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,Electricity,gas,water,waste services",2021Q3,1927,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,Electricity,gas,water,waste services",2021Q4,1368,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,Electricity,gas,water,waste services",2022Q1,1861,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,Electricity,gas,water,waste services",2022Q2,2016,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,Electricity,gas,water,waste services",2022Q3,1503,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,Electricity,gas,water,waste services",2022Q4,1219,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2014Q1,296,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2014Q2,313,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2014Q3,337,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2014Q4,308,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2015Q1,310,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2015Q2,321,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2015Q3,317,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2015Q4,321,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2016Q1,316,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2016Q2,336,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2016Q3,342,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2016Q4,363,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2017Q1,374,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2017Q2,389,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2017Q3,420,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2017Q4,450,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2018Q1,450,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2018Q2,475,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2018Q3,460,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2018Q4,465,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2019Q1,449,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2019Q2,437,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2019Q3,435,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2019Q4,447,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2020Q1,410,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2020Q2,300,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2020Q3,482,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2020Q4,466,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2021Q1,481,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2021Q2,487,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2021Q3,419,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2021Q4,474,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2022Q1,463,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2022Q2,443,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2022Q3,461,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2022Q4,466,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2014Q1,2204,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2014Q2,2143,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2014Q3,2295,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2014Q4,2267,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2015Q1,2287,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2015Q2,2241,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2015Q3,2315,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2015Q4,2324,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2016Q1,2279,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2016Q2,2212,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2016Q3,2393,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2016Q4,2341,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2017Q1,2379,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2017Q2,2327,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2017Q3,2461,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2017Q4,2433,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2018Q1,2512,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2018Q2,2396,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2018Q3,2419,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2018Q4,2540,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2019Q1,2504,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2019Q2,2434,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2019Q3,2541,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2019Q4,2551,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2020Q1,2428,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2020Q2,1473,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2020Q3,1737,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2020Q4,1843,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2021Q1,1767,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2021Q2,1875,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2021Q3,1701,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2021Q4,1765,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2022Q1,1835,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2022Q2,1900,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2022Q3,2104,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2022Q4,2148,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2014Q1,1530,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2014Q2,1417,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2014Q3,1534,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2014Q4,1543,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2015Q1,1625,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2015Q2,1531,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2015Q3,1568,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2015Q4,1623,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2016Q1,1624,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2016Q2,1503,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2016Q3,1639,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2016Q4,1651,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2017Q1,1722,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2017Q2,1605,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2017Q3,1718,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2017Q4,1720,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2018Q1,1870,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2018Q2,1676,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2018Q3,1691,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2018Q4,1840,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2019Q1,1812,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2019Q2,1692,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2019Q3,1733,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2019Q4,1808,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2020Q1,1763,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2020Q2,852,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2020Q3,1010,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2020Q4,1146,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2021Q1,1134,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2021Q2,1189,Actual,Kilotonnes,Carbon dioxide equivalents,P
